dates,prices
01-Jul-1833,18.93
01-Aug-1833,18.93
01-Sep-1833,18.93
01-Oct-1833,18.93
01-Nov-1833,18.93
01-Dec-1833,18.93
01-Jan-1834,18.93
01-Feb-1834,18.93
01-Mar-1834,18.93
01-Apr-1834,18.93
01-May-1834,18.93
01-Jun-1834,18.93
01-Jul-1834,18.93
01-Aug-1834,18.93
01-Sep-1834,18.93
01-Oct-1834,18.93
01-Nov-1834,18.93
01-Dec-1834,18.93
01-Jan-1835,18.93
01-Feb-1835,18.93
01-Mar-1835,18.93
01-Apr-1835,18.93
01-May-1835,18.93
01-Jun-1835,18.93
01-Jul-1835,18.93
01-Aug-1835,18.93
01-Sep-1835,18.93
01-Oct-1835,18.93
01-Nov-1835,18.93
01-Dec-1835,18.93
01-Jan-1836,18.93
01-Feb-1836,18.93
01-Mar-1836,18.93
01-Apr-1836,18.93
01-May-1836,18.93
01-Jun-1836,18.93
01-Jul-1836,18.93
01-Aug-1836,18.93
01-Sep-1836,18.93
01-Oct-1836,18.93
01-Nov-1836,18.93
01-Dec-1836,18.93
01-Jan-1837,18.93
01-Feb-1837,18.93
01-Mar-1837,18.93
01-Apr-1837,18.93
01-May-1837,18.93
01-Jun-1837,18.93
01-Jul-1837,18.93
01-Aug-1837,18.93
01-Sep-1837,18.93
01-Oct-1837,18.93
01-Nov-1837,18.93
01-Dec-1837,18.93
01-Jan-1838,18.93
01-Feb-1838,18.93
01-Mar-1838,18.93
01-Apr-1838,18.93
01-May-1838,18.93
01-Jun-1838,18.93
01-Jul-1838,18.93
01-Aug-1838,18.93
01-Sep-1838,18.93
01-Oct-1838,18.93
01-Nov-1838,18.93
01-Dec-1838,18.93
01-Jan-1839,18.93
01-Feb-1839,18.93
01-Mar-1839,18.93
01-Apr-1839,18.93
01-May-1839,18.93
01-Jun-1839,18.93
01-Jul-1839,18.93
01-Aug-1839,18.93
01-Sep-1839,18.93
01-Oct-1839,18.93
01-Nov-1839,18.93
01-Dec-1839,18.93
01-Jan-1840,18.93
01-Feb-1840,18.93
01-Mar-1840,18.93
01-Apr-1840,18.93
01-May-1840,18.93
01-Jun-1840,18.93
01-Jul-1840,18.93
01-Aug-1840,18.93
01-Sep-1840,18.93
01-Oct-1840,18.93
01-Nov-1840,18.93
01-Dec-1840,18.93
01-Jan-1841,18.93
01-Feb-1841,18.93
01-Mar-1841,18.93
01-Apr-1841,18.93
01-May-1841,18.93
01-Jun-1841,18.93
01-Jul-1841,18.93
01-Aug-1841,18.93
01-Sep-1841,18.93
01-Oct-1841,18.93
01-Nov-1841,18.93
01-Dec-1841,18.93
01-Jan-1842,18.93
01-Feb-1842,18.93
01-Mar-1842,18.93
01-Apr-1842,18.93
01-May-1842,18.93
01-Jun-1842,18.93
01-Jul-1842,18.93
01-Aug-1842,18.93
01-Sep-1842,18.93
01-Oct-1842,18.93
01-Nov-1842,18.93
01-Dec-1842,18.93
01-Jan-1843,18.93
01-Feb-1843,18.93
01-Mar-1843,18.93
01-Apr-1843,18.93
01-May-1843,18.93
01-Jun-1843,18.93
01-Jul-1843,18.93
01-Aug-1843,18.93
01-Sep-1843,18.93
01-Oct-1843,18.93
01-Nov-1843,18.93
01-Dec-1843,18.93
01-Jan-1844,18.93
01-Feb-1844,18.93
01-Mar-1844,18.93
01-Apr-1844,18.93
01-May-1844,18.93
01-Jun-1844,18.93
01-Jul-1844,18.93
01-Aug-1844,18.93
01-Sep-1844,18.93
01-Oct-1844,18.93
01-Nov-1844,18.93
01-Dec-1844,18.93
01-Jan-1845,18.93
01-Feb-1845,18.93
01-Mar-1845,18.93
01-Apr-1845,18.93
01-May-1845,18.93
01-Jun-1845,18.93
01-Jul-1845,18.93
01-Aug-1845,18.93
01-Sep-1845,18.93
01-Oct-1845,18.93
01-Nov-1845,18.93
01-Dec-1845,18.93
01-Jan-1846,18.93
01-Feb-1846,18.93
01-Mar-1846,18.93
01-Apr-1846,18.93
01-May-1846,18.93
01-Jun-1846,18.93
01-Jul-1846,18.93
01-Aug-1846,18.93
01-Sep-1846,18.93
01-Oct-1846,18.93
01-Nov-1846,18.93
01-Dec-1846,18.93
01-Jan-1847,18.93
01-Feb-1847,18.93
01-Mar-1847,18.93
01-Apr-1847,18.93
01-May-1847,18.93
01-Jun-1847,18.93
01-Jul-1847,18.93
01-Aug-1847,18.93
01-Sep-1847,18.93
01-Oct-1847,18.93
01-Nov-1847,18.93
01-Dec-1847,18.93
01-Jan-1848,18.93
01-Feb-1848,18.93
01-Mar-1848,18.93
01-Apr-1848,18.93
01-May-1848,18.93
01-Jun-1848,18.93
01-Jul-1848,18.93
01-Aug-1848,18.93
01-Sep-1848,18.93
01-Oct-1848,18.93
01-Nov-1848,18.93
01-Dec-1848,18.93
01-Jan-1849,18.93
01-Feb-1849,18.93
01-Mar-1849,18.93
01-Apr-1849,18.93
01-May-1849,18.93
01-Jun-1849,18.93
01-Jul-1849,18.93
01-Aug-1849,18.93
01-Sep-1849,18.93
01-Oct-1849,18.93
01-Nov-1849,18.93
01-Dec-1849,18.93
01-Jan-1850,18.93
01-Feb-1850,18.93
01-Mar-1850,18.93
01-Apr-1850,18.93
01-May-1850,18.93
01-Jun-1850,18.93
01-Jul-1850,18.93
01-Aug-1850,18.93
01-Sep-1850,18.93
01-Oct-1850,18.93
01-Nov-1850,18.93
01-Dec-1850,18.93
01-Jan-1851,18.93
01-Feb-1851,18.93
01-Mar-1851,18.93
01-Apr-1851,18.93
01-May-1851,18.93
01-Jun-1851,18.93
01-Jul-1851,18.93
01-Aug-1851,18.93
01-Sep-1851,18.93
01-Oct-1851,18.93
01-Nov-1851,18.93
01-Dec-1851,18.93
01-Jan-1852,18.93
01-Feb-1852,18.93
01-Mar-1852,18.93
01-Apr-1852,18.93
01-May-1852,18.93
01-Jun-1852,18.93
01-Jul-1852,18.93
01-Aug-1852,18.93
01-Sep-1852,18.93
01-Oct-1852,18.93
01-Nov-1852,18.93
01-Dec-1852,18.93
01-Jan-1853,18.9299999999999
01-Feb-1853,18.9299999999999
01-Mar-1853,18.9299999999999
01-Apr-1853,18.9299999999999
01-May-1853,18.93
01-Jun-1853,18.93
01-Jul-1853,18.93
01-Aug-1853,18.93
01-Sep-1853,18.9300000000001
01-Oct-1853,18.9300000000001
01-Nov-1853,18.9300000000001
01-Dec-1853,18.9300000000002
01-Jan-1854,18.9300000000002
01-Feb-1854,18.9300000000002
01-Mar-1854,18.9300000000002
01-Apr-1854,18.9300000000002
01-May-1854,18.9300000000001
01-Jun-1854,18.9300000000001
01-Jul-1854,18.93
01-Aug-1854,18.9299999999999
01-Sep-1854,18.9299999999998
01-Oct-1854,18.9299999999996
01-Nov-1854,18.9299999999995
01-Dec-1854,18.9299999999994
01-Jan-1855,18.9299999999993
01-Feb-1855,18.9299999999992
01-Mar-1855,18.9299999999993
01-Apr-1855,18.9299999999993
01-May-1855,18.9299999999995
01-Jun-1855,18.9299999999997
01-Jul-1855,18.93
01-Aug-1855,18.9300000000004
01-Sep-1855,18.9300000000009
01-Oct-1855,18.9300000000014
01-Nov-1855,18.9300000000019
01-Dec-1855,18.9300000000023
01-Jan-1856,18.9300000000027
01-Feb-1856,18.9300000000028
01-Mar-1856,18.9300000000028
01-Apr-1856,18.9300000000026
01-May-1856,18.930000000002
01-Jun-1856,18.9300000000012
01-Jul-1856,18.93
01-Aug-1856,18.9299999999984
01-Sep-1856,18.9299999999966
01-Oct-1856,18.9299999999947
01-Nov-1856,18.9299999999929
01-Dec-1856,18.9299999999913
01-Jan-1857,18.9299999999901
01-Feb-1857,18.9299999999895
01-Mar-1857,18.9299999999896
01-Apr-1857,18.9299999999905
01-May-1857,18.9299999999924
01-Jun-1857,18.9299999999956
01-Jul-1857,18.93
01-Aug-1857,18.9300000000059
01-Sep-1857,18.9300000000128
01-Oct-1857,18.9300000000198
01-Nov-1857,18.9300000000267
01-Dec-1857,18.9300000000324
01-Jan-1858,18.9300000000369
01-Feb-1858,18.9300000000392
01-Mar-1858,18.930000000039
01-Apr-1858,18.9300000000355
01-May-1858,18.9300000000283
01-Jun-1858,18.9300000000164
01-Jul-1858,18.93
01-Aug-1858,18.9299999999778
01-Sep-1858,18.9299999999521
01-Oct-1858,18.9299999999262
01-Nov-1858,18.9299999999005
01-Dec-1858,18.9299999998789
01-Jan-1859,18.9299999998622
01-Feb-1859,18.9299999998536
01-Mar-1859,18.9299999998546
01-Apr-1859,18.9299999998676
01-May-1859,18.9299999998943
01-Jun-1859,18.9299999999387
01-Jul-1859,18.93
01-Aug-1859,18.9300000000828
01-Sep-1859,18.9300000001786
01-Oct-1859,18.9300000002755
01-Nov-1859,18.9300000003716
01-Dec-1859,18.9300000004525
01-Jan-1860,18.9300000005152
01-Feb-1860,18.9300000005482
01-Mar-1860,18.9300000005445
01-Apr-1860,18.9300000004953
01-May-1860,18.9300000003953
01-Jun-1860,18.9300000002293
01-Jul-1860,18.93
01-Aug-1860,18.9299999996906
01-Sep-1860,18.9299999993329
01-Oct-1860,18.9299999989715
01-Nov-1860,18.9299999986138
01-Dec-1860,18.929999998313
01-Jan-1861,18.9299999980806
01-Feb-1861,18.9299999979601
01-Mar-1861,18.9299999979743
01-Apr-1861,18.9299999981561
01-May-1861,18.9299999985278
01-Jun-1861,18.9299999991456
01-Jul-1861,18.93
01-Aug-1861,18.9300000011538
01-Sep-1861,18.9300000024877
01-Oct-1861,18.9300000038361
01-Nov-1861,18.930000005171
01-Dec-1861,18.9300000062936
01-Jan-1862,18.9300000071609
01-Feb-1862,18.9300000076111
01-Mar-1862,18.9300000075585
01-Apr-1862,18.9300000068804
01-May-1862,18.9300000054937
01-Jun-1862,18.9300000031883
01-Jul-1862,18.93
01-Aug-1862,18.9299999956941
01-Sep-1862,18.9299999907161
01-Oct-1862,18.9299999856841
01-Nov-1862,18.9299999807023
01-Dec-1862,18.9299999765127
01-Jan-1863,18.9299999732757
01-Feb-1863,18.9299999715956
01-Mar-1863,18.9299999717918
01-Apr-1863,18.9299999743224
01-May-1863,18.9299999794974
01-Jun-1863,18.9299999881014
01-Jul-1863,18.93
01-Aug-1863,18.9300000160709
01-Sep-1863,18.9300000346564
01-Oct-1863,18.9300000534549
01-Nov-1863,18.9300000720853
01-Dec-1863,18.9300000877814
01-Jan-1864,18.9300000999552
01-Feb-1864,18.9300001063561
01-Mar-1864,18.9300001056303
01-Apr-1864,18.9300000960877
01-May-1864,18.9300000766803
01-Jun-1864,18.9300000444801
01-Jul-1864,18.93
01-Aug-1864,18.9299999399683
01-Sep-1864,18.9299998705935
01-Oct-1864,18.9299998004833
01-Nov-1864,18.9299997310838
01-Dec-1864,18.9299996727306
01-Jan-1865,18.9299996276536
01-Feb-1865,18.9299996042679
01-Mar-1865,18.9299996070197
01-Apr-1865,18.9299996422895
01-May-1865,18.9299997143919
01-Jun-1865,18.9299998342536
01-Jul-1865,18.93
01-Aug-1865,18.9300002238405
01-Sep-1865,18.9300004826115
01-Oct-1865,18.9300007441829
01-Nov-1865,18.9300010031453
01-Dec-1865,18.9300012209211
01-Jan-1866,18.930001389181
01-Feb-1866,18.9300014765129
01-Mar-1866,18.930001466308
01-Apr-1866,18.9300013347614
01-May-1866,18.9300010657544
01-Jun-1866,18.9300006185058
01-Jul-1866,18.93
01-Aug-1866,18.9299991646698
01-Sep-1866,18.9299981989606
01-Oct-1866,18.9299972227849
01-Nov-1866,18.929996256335
01-Dec-1866,18.9299954435851
01-Jan-1867,18.9299948156224
01-Feb-1867,18.9299944896804
01-Mar-1867,18.9299945277483
01-Apr-1867,18.929995018665
01-May-1867,18.9299960225904
01-Jun-1867,18.9299976917231
01-Jul-1867,18.93
01-Aug-1867,18.9300031176837
01-Sep-1867,18.9300067231722
01-Oct-1867,18.9300103699897
01-Nov-1867,18.9300139842101
01-Dec-1867,18.9300170291729
01-Jan-1868,18.9300193908284
01-Feb-1868,18.9300206325673
01-Mar-1868,18.9300204917663
01-Apr-1868,18.9300186405443
01-May-1868,18.9300148756095
01-Jun-1868,18.930008628919
01-Jul-1868,18.93
01-Aug-1868,18.9299883541426
01-Sep-1868,18.9299748957601
01-Oct-1868,18.9299612947188
01-Nov-1868,18.9299478315471
01-Dec-1868,18.9299365113133
01-Jan-1869,18.9299277665993
01-Feb-1869,18.9299232298814
01-Mar-1869,18.9299237637232
01-Apr-1869,18.9299306058931
01-May-1869,18.9299445933955
01-Jun-1869,18.9299678459948
01-Jul-1869,18.93
01-Aug-1869,18.9300434239751
01-Sep-1869,18.9300936243036
01-Oct-1869,18.9301443679058
01-Nov-1869,18.9301946053584
01-Dec-1869,18.9302368528067
01-Jan-1870,18.9302694944171
01-Feb-1870,18.9302864363912
01-Mar-1870,18.9302844566876
01-Apr-1870,18.9302589372721
01-May-1870,18.9302067512267
01-Jun-1870,18.9301199871514
01-Jul-1870,18.93
01-Aug-1870,18.9298379499571
01-Sep-1870,18.9296506070256
01-Oct-1870,18.9294612336578
01-Nov-1870,18.9292737470194
01-Dec-1870,18.9291160774599
01-Jan-1871,18.9289942557322
01-Feb-1871,18.9289310245539
01-Mar-1871,18.9289384095263
01-Apr-1871,18.9290336450185
01-May-1871,18.9292284016977
01-Jun-1871,18.9295522053996
01-Jul-1871,18.93
01-Aug-1871,18.9306108919611
01-Sep-1871,18.9313528737099
01-Oct-1871,18.9321705535406
01-Nov-1871,18.9330924220821
01-Dec-1871,18.9340340957002
01-Jan-1872,18.9350323312762
01-Feb-1872,18.9360297044193
01-Mar-1872,18.9369382668929
01-Apr-1872,18.9378580210827
01-May-1872,18.9386728336157
01-Jun-1872,18.9394110039674
01-Jul-1872,18.94
01-Aug-1872,18.9404603553236
01-Sep-1872,18.940779881433
01-Oct-1872,18.9409710205211
01-Nov-1872,18.9410630572506
01-Dec-1872,18.9410658882054
01-Jan-1873,18.9409962441728
01-Feb-1873,18.9408696543641
01-Mar-1873,18.9407205062503
01-Apr-1873,18.940532491396
01-May-1873,18.9403431288663
01-Jun-1873,18.9401563365495
01-Jul-1873,18.94
01-Aug-1873,18.9398766471799
01-Sep-1873,18.9397910292807
01-Oct-1873,18.9397398125678
01-Nov-1873,18.9397151502632
01-Dec-1873,18.9397143907549
01-Jan-1874,18.9397330510783
01-Feb-1874,18.9397669703318
01-Mar-1874,18.9398069344932
01-Apr-1874,18.9398573134992
01-May-1874,18.9399080542174
01-Jun-1874,18.9399581070318
01-Jul-1874,18.94
01-Aug-1874,18.9400330559567
01-Sep-1874,18.9400560014444
01-Oct-1874,18.9400697292079
01-Nov-1874,18.9400763416964
01-Dec-1874,18.9400765487751
01-Jan-1875,18.9400715515141
01-Feb-1875,18.9400624643088
01-Mar-1875,18.9400517557769
01-Apr-1875,18.9400382546072
01-May-1875,18.9400246542642
01-Jun-1875,18.9400112353233
01-Jul-1875,18.94
01-Aug-1875,18.9399911289384
01-Sep-1875,18.9399849645027
01-Oct-1875,18.9399812691656
01-Nov-1875,18.9399794795215
01-Dec-1875,18.9399794075439
01-Jan-1876,18.9399807313845
01-Feb-1876,18.9399831541167
01-Mar-1876,18.939986126816
01-Apr-1876,18.9399897510475
01-May-1876,18.9399933975322
01-Jun-1876,18.9399969923195
01-Jul-1876,18.94
01-Aug-1876,18.9400023729311
01-Sep-1876,18.9400040199058
01-Oct-1876,18.9400050050742
01-Nov-1876,18.9400054793942
01-Dec-1876,18.9400054938963
01-Jan-1877,18.9400051348273
01-Feb-1877,18.94000448225
01-Mar-1877,18.9400037134304
01-Apr-1877,18.9400027443125
01-May-1877,18.940001768305
01-Jun-1877,18.9400008056206
01-Jul-1877,18.94
01-Aug-1877,18.9399993644933
01-Sep-1877,18.9399989235556
01-Oct-1877,18.9399986599524
01-Nov-1877,18.939998533227
01-Dec-1877,18.9399985296508
01-Jan-1878,18.9399986261023
01-Feb-1878,18.939998801084
01-Mar-1878,18.9399990070741
01-Apr-1878,18.9399992665614
01-May-1878,18.9399995276994
01-Jun-1878,18.939999785014
01-Jul-1878,18.94
01-Aug-1878,18.9400001690958
01-Sep-1878,18.9400002858717
01-Oct-1878,18.940000355116
01-Nov-1878,18.9400003876978
01-Dec-1878,18.9400003875005
01-Jan-1879,18.9400003607635
01-Feb-1879,18.9400003134139
01-Mar-1879,18.9400002582731
01-Apr-1879,18.9400001894417
01-May-1879,18.9400001208974
01-Jun-1879,18.9400000543234
01-Jul-1879,18.94
01-Aug-1879,18.9399999591234
01-Sep-1879,18.939999932958
01-Oct-1879,18.9399999195845
01-Nov-1879,18.9399999159837
01-Dec-1879,18.9399999203512
01-Jan-1880,18.9399999308505
01-Feb-1880,18.9399999452715
01-Mar-1880,18.939999960376
01-Apr-1880,18.9399999761772
01-May-1880,18.939999989115
01-Jun-1880,18.9399999979243
01-Jul-1880,18.94
01-Aug-1880,18.9399999941088
01-Sep-1880,18.9399999816548
01-Oct-1880,18.9399999655674
01-Nov-1880,18.9399999470612
01-Dec-1880,18.9399999295195
01-Jan-1881,18.9399999140602
01-Feb-1881,18.9399999036364
01-Mar-1881,18.939999900504
01-Apr-1881,18.9399999061562
01-May-1881,18.9399999228922
01-Jun-1881,18.9399999541152
01-Jul-1881,18.94
01-Aug-1881,18.9400000642999
01-Sep-1881,18.940000140148
01-Oct-1881,18.9400002177557
01-Nov-1881,18.9400002952813
01-Dec-1881,18.9400003610077
01-Jan-1882,18.9400004123013
01-Feb-1882,18.9400004395682
01-Mar-1882,18.9400004375492
01-Apr-1882,18.9400003991739
01-May-1882,18.9400003193088
01-Jun-1882,18.9400001856141
01-Jul-1882,18.94
01-Aug-1882,18.9399997486916
01-Sep-1882,18.9399994577531
01-Oct-1882,18.9399991634099
01-Nov-1882,18.9399988718137
01-Dec-1882,18.9399986264495
01-Jan-1883,18.9399984367344
01-Feb-1883,18.9399983380909
01-Mar-1883,18.939998349299
01-Apr-1883,18.9399984971484
01-May-1883,18.9399987998727
01-Jun-1883,18.9399993034283
01-Jul-1883,18.94
01-Aug-1883,18.9400009409949
01-Sep-1883,18.9400020293303
01-Oct-1883,18.9400031302086
01-Nov-1883,18.9400042212965
01-Dec-1883,18.9400051405707
01-Jan-1884,18.9400058535911
01-Feb-1884,18.9400062285373
01-Mar-1884,18.9400061861083
01-Apr-1884,18.9400056273196
01-May-1884,18.9400044907803
01-Jun-1884,18.9400026049961
01-Jul-1884,18.94
01-Aug-1884,18.9399964841715
01-Sep-1884,18.9399924211212
01-Oct-1884,18.9399883149846
01-Nov-1884,18.9399842504573
01-Dec-1884,18.9399808328721
01-Jan-1885,18.9399781928279
01-Feb-1885,18.9399768231726
01-Mar-1885,18.9399769843194
01-Apr-1885,18.939979049949
01-May-1885,18.9399832727587
01-Jun-1885,18.9399902927073
01-Jul-1885,18.94
01-Aug-1885,18.9400131097081
01-Sep-1885,18.9400282652068
01-Oct-1885,18.9400435847248
01-Nov-1885,18.9400587514395
01-Dec-1885,18.9400715059703
01-Jan-1886,18.9400813604953
01-Feb-1886,18.9400864752924
01-Mar-1886,18.9400858776241
01-Apr-1886,18.9400781733036
01-May-1886,18.9400624183111
01-Jun-1886,18.9400362241898
01-Jul-1886,18.94
01-Aug-1886,18.939951076996
01-Sep-1886,18.9398945180518
01-Oct-1886,18.9398373461164
01-Nov-1886,18.9397807437848
01-Dec-1886,18.9397331432469
01-Jan-1887,18.939696365191
01-Feb-1887,18.9396772756578
01-Mar-1887,18.9396795051841
01-Apr-1887,18.9397082568364
01-May-1887,18.9397670539969
01-Jun-1887,18.9398648105337
01-Jul-1887,18.94
01-Aug-1887,18.9401825942113
01-Sep-1887,18.9403937578124
01-Oct-1887,18.9406073419423
01-Nov-1887,18.9408190169496
01-Dec-1887,18.9409973520973
01-Jan-1888,18.941135667802
01-Feb-1888,18.9412083930546
01-Mar-1888,18.9412001467223
01-Apr-1888,18.9410917257136
01-May-1888,18.9408712237776
01-Jun-1888,18.940505372192
01-Jul-1888,18.94
01-Aug-1888,18.9393118075588
01-Sep-1888,18.9384807019758
01-Oct-1888,18.9375730030141
01-Nov-1888,18.9365619554898
01-Dec-1888,18.9355451022862
01-Jan-1889,18.9344884112702
01-Feb-1889,18.9334599916185
01-Mar-1889,18.9325842466301
01-Apr-1889,18.9317054581125
01-May-1889,18.9309774573527
01-Jun-1889,18.9303854690469
01-Jul-1889,18.93
01-Aug-1889,18.9298217623759
01-Sep-1889,18.929864905069
01-Oct-1889,18.9301085825593
01-Nov-1889,18.9305598877257
01-Dec-1889,18.9311809433266
01-Jan-1890,18.9320040007817
01-Feb-1890,18.9330020280445
01-Mar-1890,18.9340460405759
01-Apr-1890,18.9353510955744
01-May-1890,18.9367547493373
01-Jun-1890,18.9383414264951
01-Jul-1890,18.94
01-Aug-1890,18.9418278181729
01-Sep-1890,18.9437418730249
01-Oct-1890,18.9456444294224
01-Nov-1890,18.9476293987862
01-Dec-1890,18.9495372013654
01-Jan-1891,18.9514620983261
01-Feb-1891,18.9533062685318
01-Mar-1891,18.9548744453376
01-Apr-1891,18.9564715127954
01-May-1891,18.9578470330635
01-Jun-1891,18.9590597818205
01-Jul-1891,18.96
01-Aug-1891,18.9607088229944
01-Sep-1891,18.9611738503265
01-Oct-1891,18.9614241990541
01-Nov-1891,18.9615100889201
01-Dec-1891,18.9614580741649
01-Jan-1892,18.9612982169655
01-Feb-1892,18.9610645911585
01-Mar-1892,18.9608097718031
01-Apr-1892,18.9605312330804
01-May-1892,18.9602873758059
01-Jun-1892,18.9600954726556
01-Jul-1892,18.96
01-Aug-1892,18.9600172268861
